id,name,cgpa,marks,department,yearOfStudy,className,classAdvisorName
23IT021,Nina Clark,8.0,74.3,IT,2nd,IT-6,Dr. Karthik Nair
23IT022,Nina White,7.52,64.9,IT,2nd,IT-6,Dr. Karthik Nair
23IT023,Julia Hernandez,7.24,58.7,IT,2nd,IT-6,Dr. Karthik Nair
23IT024,Tina Harris,7.16,65.1,IT,2nd,IT-6,Dr. Karthik Nair
23IT025,Laura Wilson,7.46,71.4,IT,2nd,IT-6,Dr. Karthik Nair
23IT026,Julia Lewis,8.34,73.4,IT,2nd,IT-6,Dr. Karthik Nair
23IT027,Oliver Hernandez,7.98,74.3,IT,2nd,IT-6,Dr. Karthik Nair
23IT028,Fiona Clark,8.78,76.5,IT,2nd,IT-6,Dr. Karthik Nair
23IT029,Chloe Moore,7.21,61.8,IT,2nd,IT-6,Dr. Karthik Nair
23IT030,Kevin Anderson,7.84,63.5,IT,2nd,IT-6,Dr. Karthik Nair
23IT001,John Hernandez,8.21,62.2,IT,2nd,IT-7,Prof. Gopal Kumar
23IT002,Yara Davis,8.36,73.4,IT,2nd,IT-7,Prof. Gopal Kumar
23IT003,Quinn Lee,9.21,92.3,IT,2nd,IT-7,Prof. Gopal Kumar
23IT004,Quinn Davis,8.91,72.3,IT,2nd,IT-7,Prof. Gopal Kumar
23IT005,Ian Moore,7.63,70.7,IT,2nd,IT-7,Prof. Gopal Kumar
23IT006,Aiden Garcia,7.92,67.0,IT,2nd,IT-7,Prof. Gopal Kumar
23IT007,Sam Hall,9.1,84.2,IT,2nd,IT-7,Prof. Gopal Kumar
23IT008,John Walker,7.13,62.5,IT,2nd,IT-7,Prof. Gopal Kumar
23IT009,Tina Lee,9.09,74.6,IT,2nd,IT-7,Prof. Gopal Kumar
23IT010,Paula Anderson,9.59,88.6,IT,2nd,IT-7,Prof. Gopal Kumar
23IT011,Ethan Martinez,8.98,79.9,IT,2nd,IT-7,Prof. Gopal Kumar
23IT012,Nina Taylor,8.66,81.3,IT,2nd,IT-7,Prof. Gopal Kumar
23IT013,John King,7.03,68.7,IT,2nd,IT-7,Prof. Gopal Kumar
23IT014,Bob Hall,8.53,78.1,IT,2nd,IT-7,Prof. Gopal Kumar
23IT015,Yara Anderson,7.99,82.8,IT,2nd,IT-7,Prof. Gopal Kumar
23IT016,Mike Allen,6.82,63.2,IT,2nd,IT-7,Prof. Gopal Kumar
23IT017,Paula Williams,7.23,77.4,IT,2nd,IT-7,Prof. Gopal Kumar
23IT018,Finn White,9.53,73.4,IT,2nd,IT-7,Prof. Gopal Kumar
23IT019,Yara Clark,8.24,84.8,IT,2nd,IT-7,Prof. Gopal Kumar
23IT020,Kevin White,8.53,67.0,IT,2nd,IT-7,Prof. Gopal Kumar
23IT021,Isabella Davis,9.29,100.0,IT,2nd,IT-7,Prof. Gopal Kumar
23IT022,Isabella Davis,7.34,65.3,IT,2nd,IT-7,Prof. Gopal Kumar
23IT023,Mike Thomas,7.46,73.4,IT,2nd,IT-7,Prof. Gopal Kumar
23IT024,Nina Clark,8.27,74.9,IT,2nd,IT-7,Prof. Gopal Kumar
23IT025,Bob Clark,6.77,59.7,IT,2nd,IT-7,Prof. Gopal Kumar
23IT026,Henry Hernandez,7.79,71.2,IT,2nd,IT-7,Prof. Gopal Kumar
23IT027,Alice Allen,7.47,69.1,IT,2nd,IT-7,Prof. Gopal Kumar
23IT028,Tina Harris,6.49,68.8,IT,2nd,IT-7,Prof. Gopal Kumar
23IT029,Quinn Martin,6.76,61.0,IT,2nd,IT-7,Prof. Gopal Kumar
23IT030,Finn Thomas,7.84,71.1,IT,2nd,IT-7,Prof. Gopal Kumar
22IT001,Bella White,7.99,76.0,IT,3rd,IT-8,Prof. Chitra Murugan
22IT002,Grace Wilson,6.87,70.9,IT,3rd,IT-8,Prof. Chitra Murugan
22IT003,Yara Moore,8.78,80.7,IT,3rd,IT-8,Prof. Chitra Murugan
22IT004,Aiden Garcia,6.79,57.1,IT,3rd,IT-8,Prof. Chitra Murugan
22IT005,Charlie Walker,7.99,80.0,IT,3rd,IT-8,Prof. Chitra Murugan
22IT006,Emily Hall,8.96,83.9,IT,3rd,IT-8,Prof. Chitra Murugan
22IT007,Yara Jackson,7.9,76.5,IT,3rd,IT-8,Prof. Chitra Murugan
22IT008,Quinn Jones,9.26,66.3,IT,3rd,IT-8,Prof. Chitra Murugan
22IT009,Henry Wilson,7.89,61.3,IT,3rd,IT-8,Prof. Chitra Murugan
22IT010,Paula Rodriguez,10.0,76.1,IT,3rd,IT-8,Prof. Chitra Murugan
22IT011,Laura Robinson,7.38,53.7,IT,3rd,IT-8,Prof. Chitra Murugan
22IT012,Charlie Jackson,7.43,64.1,IT,3rd,IT-8,Prof. Chitra Murugan
22IT013,Quinn Thompson,7.23,63.9,IT,3rd,IT-8,Prof. Chitra Murugan
22IT014,Victor Thompson,6.58,57.3,IT,3rd,IT-8,Prof. Chitra Murugan
22IT015,Wendy Miller,7.86,72.7,IT,3rd,IT-8,Prof. Chitra Murugan
22IT016,Lily Anderson,6.92,62.3,IT,3rd,IT-8,Prof. Chitra Murugan
22IT017,George Jackson,7.03,63.3,IT,3rd,IT-8,Prof. Chitra Murugan
22IT018,Caleb Smith,8.78,80.6,IT,3rd,IT-8,Prof. Chitra Murugan
22IT019,Caleb Thompson,7.52,70.1,IT,3rd,IT-8,Prof. Chitra Murugan
22IT020,Aiden Robinson,6.58,48.2,IT,3rd,IT-8,Prof. Chitra Murugan
22IT021,Mike Miller,8.28,63.4,IT,3rd,IT-8,Prof. Chitra Murugan
22IT022,Charlie Allen,8.88,81.9,IT,3rd,IT-8,Prof. Chitra Murugan
22IT023,Fiona Jones,8.1,69.7,IT,3rd,IT-8,Prof. Chitra Murugan
22IT024,Ethan Smith,6.99,63.7,IT,3rd,IT-8,Prof. Chitra Murugan
22IT025,Henry Walker,7.24,59.7,IT,3rd,IT-8,Prof. Chitra Murugan
22IT026,Hannah Allen,9.46,74.7,IT,3rd,IT-8,Prof. Chitra Murugan
22IT027,Alice Smith,8.49,76.0,IT,3rd,IT-8,Prof. Chitra Murugan
22IT028,Zack White,10.0,92.0,IT,3rd,IT-8,Prof. Chitra Murugan
22IT029,Charlie Moore,8.91,80.2,IT,3rd,IT-8,Prof. Chitra Murugan
22IT030,Julia Smith,7.48,64.8,IT,3rd,IT-8,Prof. Chitra Murugan
22IT001,John Davis,5.89,53.7,IT,3rd,IT-9,Prof. Uma Shankar
22IT002,Wendy Jackson,8.95,70.1,IT,3rd,IT-9,Prof. Uma Shankar
22IT003,Julia King,8.91,69.9,IT,3rd,IT-9,Prof. Uma Shankar
22IT004,Daniel Anderson,7.82,66.2,IT,3rd,IT-9,Prof. Uma Shankar
22IT005,Charlie Davis,8.27,63.7,IT,3rd,IT-9,Prof. Uma Shankar
22IT006,Jack Allen,7.55,78.3,IT,3rd,IT-9,Prof. Uma Shankar
22IT007,Charlie Davis,6.72,76.4,IT,3rd,IT-9,Prof. Uma Shankar
22IT008,Grace Thomas,7.54,70.9,IT,3rd,IT-9,Prof. Uma Shankar
22IT009,Zack Moore,8.87,83.4,IT,3rd,IT-9,Prof. Uma Shankar
22IT010,Alice Thompson,5.46,50.5,IT,3rd,IT-9,Prof. Uma Shankar
22IT011,Laura Martin,6.26,52.6,IT,3rd,IT-9,Prof. Uma Shankar
22IT012,Ian Young,7.45,57.3,IT,3rd,IT-9,Prof. Uma Shankar
22IT013,Hannah Smith,8.47,79.8,IT,3rd,IT-9,Prof. Uma Shankar
22IT014,Caleb Smith,8.42,65.8,IT,3rd,IT-9,Prof. Uma Shankar
22IT015,Lily Thomas,6.03,58.1,IT,3rd,IT-9,Prof. Uma Shankar
22IT016,Ian Walker,8.21,88.6,IT,3rd,IT-9,Prof. Uma Shankar
22IT017,Uma King,5.93,45.2,IT,3rd,IT-9,Prof. Uma Shankar
22IT018,Victor Thomas,6.02,64.3,IT,3rd,IT-9,Prof. Uma Shankar
22IT019,Wendy Martinez,9.74,99.8,IT,3rd,IT-9,Prof. Uma Shankar
22IT020,Grace Brown,6.32,62.4,IT,3rd,IT-9,Prof. Uma Shankar
22IT021,Isabella Allen,7.69,51.0,IT,3rd,IT-9,Prof. Uma Shankar
22IT022,Caleb Lee,6.3,64.1,IT,3rd,IT-9,Prof. Uma Shankar
22IT023,Zack Moore,9.28,74.0,IT,3rd,IT-9,Prof. Uma Shankar
22IT024,Paula King,6.92,62.3,IT,3rd,IT-9,Prof. Uma Shankar
22IT025,Zack Walker,8.59,59.1,IT,3rd,IT-9,Prof. Uma Shankar
22IT026,Ethan Walker,7.74,56.6,IT,3rd,IT-9,Prof. Uma Shankar
22IT027,Chloe Miller,7.38,61.7,IT,3rd,IT-9,Prof. Uma Shankar
22IT028,Ian Wilson,6.97,61.9,IT,3rd,IT-9,Prof. Uma Shankar
22IT029,Emily Young,5.64,60.7,IT,3rd,IT-9,Prof. Uma Shankar
22IT030,Zack Garcia,9.03,79.7,IT,3rd,IT-9,Prof. Uma Shankar
21IT001,Diana Miller,7.59,61.4,IT,4th,IT-10,Prof. Priya Varman
21IT002,Daniel Davis,8.56,79.4,IT,4th,IT-10,Prof. Priya Varman
21IT003,Kevin Allen,7.07,79.2,IT,4th,IT-10,Prof. Priya Varman
21IT004,Bob Robinson,7.69,79.0,IT,4th,IT-10,Prof. Priya Varman
21IT005,Ian King,6.61,60.2,IT,4th,IT-10,Prof. Priya Varman
21IT006,George White,8.35,73.5,IT,4th,IT-10,Prof. Priya Varman
21IT007,Rachel Walker,7.18,53.4,IT,4th,IT-10,Prof. Priya Varman
21IT008,Alice Harris,8.13,75.3,IT,4th,IT-10,Prof. Priya Varman
21IT009,Caleb King,7.14,68.4,IT,4th,IT-10,Prof. Priya Varman
21IT010,Bella Martinez,7.6,42.6,IT,4th,IT-10,Prof. Priya Varman
21IT011,Paula Martin,8.46,57.8,IT,4th,IT-10,Prof. Priya Varman
21IT012,Henry Martin,6.92,67.1,IT,4th,IT-10,Prof. Priya Varman
21IT013,Mike Williams,8.67,58.7,IT,4th,IT-10,Prof. Priya Varman
21IT014,Lily Robinson,7.36,75.6,IT,4th,IT-10,Prof. Priya Varman
21IT015,Jack Jackson,7.46,66.0,IT,4th,IT-10,Prof. Priya Varman
21IT016,Daniel Williams,6.73,75.1,IT,4th,IT-10,Prof. Priya Varman
21IT017,Julia Thompson,7.19,60.6,IT,4th,IT-10,Prof. Priya Varman
21IT018,Jack Martin,6.89,63.7,IT,4th,IT-10,Prof. Priya Varman
21IT019,Hannah Anderson,6.1,56.4,IT,4th,IT-10,Prof. Priya Varman
21IT020,Sam Garcia,7.6,76.3,IT,4th,IT-10,Prof. Priya Varman
21IT021,Sam Allen,7.41,67.6,IT,4th,IT-10,Prof. Priya Varman
21IT022,Xavier Martinez,6.77,68.3,IT,4th,IT-10,Prof. Priya Varman
21IT023,Victor Miller,8.16,66.9,IT,4th,IT-10,Prof. Priya Varman
21IT024,Charlie Martinez,8.64,90.8,IT,4th,IT-10,Prof. Priya Varman
21IT025,Alice Taylor,7.54,63.9,IT,4th,IT-10,Prof. Priya Varman
21IT026,Nina Jones,7.45,64.6,IT,4th,IT-10,Prof. Priya Varman
21IT027,Caleb Hernandez,8.81,76.9,IT,4th,IT-10,Prof. Priya Varman
21IT028,Sam Johnson,8.06,81.0,IT,4th,IT-10,Prof. Priya Varman
21IT029,Caleb White,7.49,76.8,IT,4th,IT-10,Prof. Priya Varman
21IT030,Caleb Johnson,6.97,77.9,IT,4th,IT-10,Prof. Priya Varman
24BM001,Diana Hernandez,5.72,60.3,BME,1st,BME-1,Dr. Rajesh Kumar
24BM002,John King,8.95,80.4,BME,1st,BME-1,Dr. Rajesh Kumar
24BM003,Kevin Wilson,7.2,60.3,BME,1st,BME-1,Dr. Rajesh Kumar
24BM004,Alice Taylor,7.96,76.7,BME,1st,BME-1,Dr. Rajesh Kumar
24BM005,Lily Robinson,7.14,56.7,BME,1st,BME-1,Dr. Rajesh Kumar
24BM006,Jack Jackson,6.68,53.3,BME,1st,BME-1,Dr. Rajesh Kumar
24BM007,Zack Allen,6.54,69.3,BME,1st,BME-1,Dr. Rajesh Kumar
24BM008,Grace Jackson,6.38,40.3,BME,1st,BME-1,Dr. Rajesh Kumar
24BM009,Mike Young,10.0,97.7,BME,1st,BME-1,Dr. Rajesh Kumar
24BM010,Oliver White,6.64,71.4,BME,1st,BME-1,Dr. Rajesh Kumar
24BM011,Lily Wilson,7.95,75.9,BME,1st,BME-1,Dr. Rajesh Kumar
24BM012,Oliver Lewis,8.65,95.1,BME,1st,BME-1,Dr. Rajesh Kumar
24BM013,Xavier Harris,6.33,61.6,BME,1st,BME-1,Dr. Rajesh Kumar
24BM014,Alice Hall,6.62,55.9,BME,1st,BME-1,Dr. Rajesh Kumar
24BM015,Ethan Anderson,8.27,75.7,BME,1st,BME-1,Dr. Rajesh Kumar
24BM016,Rachel White,7.62,62.7,BME,1st,BME-1,Dr. Rajesh Kumar
24BM017,Yara Martinez,10.0,100.0,BME,1st,BME-1,Dr. Rajesh Kumar
24BM018,George Thompson,5.26,56.8,BME,1st,BME-1,Dr. Rajesh Kumar
24BM019,Sam Hall,9.43,83.6,BME,1st,BME-1,Dr. Rajesh Kumar
24BM020,John Johnson,6.47,68.3,BME,1st,BME-1,Dr. Rajesh Kumar
24BM021,Diana Miller,8.3,77.8,BME,1st,BME-1,Dr. Rajesh Kumar
24BM022,Wendy Garcia,8.84,70.0,BME,1st,BME-1,Dr. Rajesh Kumar
24BM023,Bella Hernandez,7.37,50.1,BME,1st,BME-1,Dr. Rajesh Kumar
24BM024,Jane Garcia,6.51,69.3,BME,1st,BME-1,Dr. Rajesh Kumar
24BM025,Mike Johnson,9.84,94.6,BME,1st,BME-1,Dr. Rajesh Kumar
24BM026,Chloe Harris,8.18,85.7,BME,1st,BME-1,Dr. Rajesh Kumar
24BM027,Charlie Hernandez,6.37,46.3,BME,1st,BME-1,Dr. Rajesh Kumar
24BM028,Isabella Rodriguez,8.71,87.3,BME,1st,BME-1,Dr. Rajesh Kumar
24BM029,Emily Lewis,6.3,50.8,BME,1st,BME-1,Dr. Rajesh Kumar
24BM030,Zack Young,8.24,69.1,BME,1st,BME-1,Dr. Rajesh Kumar
24BM001,Paula Miller,6.77,78.4,BME,1st,BME-2,Prof. Gopal Prakash
24BM002,Sam Taylor,8.9,83.0,BME,1st,BME-2,Prof. Gopal Prakash
24BM003,Sam Robinson,8.14,65.6,BME,1st,BME-2,Prof. Gopal Prakash
24BM004,Xavier Williams,7.44,72.9,BME,1st,BME-2,Prof. Gopal Prakash
24BM005,Bella Thompson,7.81,82.2,BME,1st,BME-2,Prof. Gopal Prakash
24BM006,Diana Rodriguez,7.57,68.4,BME,1st,BME-2,Prof. Gopal Prakash
24BM007,Hannah Thomas,8.09,74.4,BME,1st,BME-2,Prof. Gopal Prakash
24BM008,Bob Hall,7.72,82.1,BME,1st,BME-2,Prof. Gopal Prakash
24BM009,Finn Clark,8.22,80.2,BME,1st,BME-2,Prof. Gopal Prakash
24BM010,Wendy Moore,6.49,60.2,BME,1st,BME-2,Prof. Gopal Prakash
24BM011,Zack Thomas,7.62,64.4,BME,1st,BME-2,Prof. Gopal Prakash
24BM012,Emily Allen,5.67,51.4,BME,1st,BME-2,Prof. Gopal Prakash
24BM013,Mike Thomas,6.91,53.6,BME,1st,BME-2,Prof. Gopal Prakash
24BM014,Isabella Wilson,8.72,81.2,BME,1st,BME-2,Prof. Gopal Prakash
24BM015,Nina Harris,7.07,78.3,BME,1st,BME-2,Prof. Gopal Prakash
24BM016,George Rodriguez,6.76,63.0,BME,1st,BME-2,Prof. Gopal Prakash
24BM017,Fiona Davis,7.39,64.5,BME,1st,BME-2,Prof. Gopal Prakash
24BM018,Emily Hernandez,7.99,76.6,BME,1st,BME-2,Prof. Gopal Prakash
24BM019,Sam Clark,7.83,77.3,BME,1st,BME-2,Prof. Gopal Prakash
24BM020,Caleb Harris,7.48,69.8,BME,1st,BME-2,Prof. Gopal Prakash
24BM021,Caleb Johnson,8.19,85.3,BME,1st,BME-2,Prof. Gopal Prakash
24BM022,Henry Harris,8.21,77.9,BME,1st,BME-2,Prof. Gopal Prakash
24BM023,Mike Thomas,9.35,84.1,BME,1st,BME-2,Prof. Gopal Prakash
24BM024,Victor Lewis,6.5,54.3,BME,1st,BME-2,Prof. Gopal Prakash
24BM025,Victor Jones,5.0,43.5,BME,1st,BME-2,Prof. Gopal Prakash
24BM026,Jane Walker,6.82,63.7,BME,1st,BME-2,Prof. Gopal Prakash
24BM027,Fiona Jones,8.53,71.6,BME,1st,BME-2,Prof. Gopal Prakash
24BM028,Hannah King,7.72,69.5,BME,1st,BME-2,Prof. Gopal Prakash
24BM029,Finn King,7.16,54.8,BME,1st,BME-2,Prof. Gopal Prakash
24BM030,George Brown,9.45,82.7,BME,1st,BME-2,Prof. Gopal Prakash
24BM001,Bella Allen,7.62,70.5,BME,1st,BME-3,Prof. Malini Varman
24BM002,Emily Jones,8.93,70.6,BME,1st,BME-3,Prof. Malini Varman
24BM003,Bob Wilson,8.82,94.8,BME,1st,BME-3,Prof. Malini Varman
24BM004,Finn Garcia,8.14,68.7,BME,1st,BME-3,Prof. Malini Varman
24BM005,Aiden Clark,7.89,73.6,BME,1st,BME-3,Prof. Malini Varman
24BM006,Henry Walker,8.55,76.4,BME,1st,BME-3,Prof. Malini Varman
24BM007,Victor Taylor,9.75,99.6,BME,1st,BME-3,Prof. Malini Varman
24BM008,Bella Williams,8.84,76.8,BME,1st,BME-3,Prof. Malini Varman
24BM009,Uma Anderson,7.55,76.0,BME,1st,BME-3,Prof. Malini Varman
24BM010,Diana Smith,6.46,69.6,BME,1st,BME-3,Prof. Malini Varman
24BM011,Wendy Thompson,8.21,67.3,BME,1st,BME-3,Prof. Malini Varman
24BM012,Victor Hall,7.74,66.8,BME,1st,BME-3,Prof. Malini Varman
24BM013,Ethan Thompson,9.01,82.5,BME,1st,BME-3,Prof. Malini Varman
24BM014,Chloe Anderson,8.65,73.3,BME,1st,BME-3,Prof. Malini Varman
24BM015,Quinn Taylor,8.46,78.5,BME,1st,BME-3,Prof. Malini Varman
24BM016,Yara Martin,6.44,73.9,BME,1st,BME-3,Prof. Malini Varman
24BM017,Victor White,7.99,60.5,BME,1st,BME-3,Prof. Malini Varman
24BM018,Daniel Lewis,7.7,80.6,BME,1st,BME-3,Prof. Malini Varman
24BM019,Finn Smith,8.02,64.3,BME,1st,BME-3,Prof. Malini Varman
24BM020,Laura Johnson,6.61,65.9,BME,1st,BME-3,Prof. Malini Varman
24BM021,George Anderson,10.0,88.8,BME,1st,BME-3,Prof. Malini Varman
24BM022,Hannah Martin,7.99,75.2,BME,1st,BME-3,Prof. Malini Varman
24BM023,Quinn Thomas,7.48,75.5,BME,1st,BME-3,Prof. Malini Varman
24BM024,Tina Rodriguez,7.35,58.2,BME,1st,BME-3,Prof. Malini Varman
24BM025,Emily Lewis,9.17,92.2,BME,1st,BME-3,Prof. Malini Varman
24BM026,Wendy White,8.33,71.5,BME,1st,BME-3,Prof. Malini Varman
24BM027,Paula Wilson,5.96,52.8,BME,1st,BME-3,Prof. Malini Varman
24BM028,George Williams,6.33,67.4,BME,1st,BME-3,Prof. Malini Varman
24BM029,Diana Hernandez,6.38,43.6,BME,1st,BME-3,Prof. Malini Varman
24BM030,Bob Young,6.53,67.7,BME,1st,BME-3,Prof. Malini Varman
24BM001,Alice Miller,7.23,79.5,BME,1st,BME-4,Dr. Omprakash Meena
24BM002,Rachel Taylor,5.95,66.5,BME,1st,BME-4,Dr. Omprakash Meena
24BM003,Laura Taylor,7.9,75.6,BME,1st,BME-4,Dr. Omprakash Meena
24BM004,Julia Harris,6.1,63.8,BME,1st,BME-4,Dr. Omprakash Meena
24BM005,Chloe Thompson,7.37,55.9,BME,1st,BME-4,Dr. Omprakash Meena
24BM006,Sam Williams,6.77,59.6,BME,1st,BME-4,Dr. Omprakash Meena
24BM007,Emily Davis,7.74,75.8,BME,1st,BME-4,Dr. Omprakash Meena
24BM008,Yara Young,6.92,64.9,BME,1st,BME-4,Dr. Omprakash Meena
24BM009,Aiden Walker,9.52,89.9,BME,1st,BME-4,Dr. Omprakash Meena
24BM010,Oliver Thomas,10.0,85.0,BME,1st,BME-4,Dr. Omprakash Meena
24BM011,Kevin Rodriguez,8.56,85.6,BME,1st,BME-4,Dr. Omprakash Meena
24BM012,Bob Anderson,8.95,74.9,BME,1st,BME-4,Dr. Omprakash Meena
24BM013,Ethan Garcia,8.04,67.2,BME,1st,BME-4,Dr. Omprakash Meena
24BM014,Paula Miller,5.98,63.1,BME,1st,BME-4,Dr. Omprakash Meena
24BM015,Victor Taylor,7.22,56.6,BME,1st,BME-4,Dr. Omprakash Meena
24BM016,Ian Jackson,7.44,66.6,BME,1st,BME-4,Dr. Omprakash Meena
24BM017,Xavier Smith,8.73,65.9,BME,1st,BME-4,Dr. Omprakash Meena
24BM018,Ethan Johnson,7.75,73.6,BME,1st,BME-4,Dr. Omprakash Meena
24BM019,Lily Thompson,7.73,61.4,BME,1st,BME-4,Dr. Omprakash Meena
24BM020,Uma Smith,8.02,78.5,BME,1st,BME-4,Dr. Omprakash Meena
24BM021,Paula Clark,8.43,98.8,BME,1st,BME-4,Dr. Omprakash Meena
24BM022,Chloe Miller,7.65,79.4,BME,1st,BME-4,Dr. Omprakash Meena
24BM023,Rachel Jones,9.28,83.5,BME,1st,BME-4,Dr. Omprakash Meena
24BM024,Quinn Thomas,7.86,70.8,BME,1st,BME-4,Dr. Omprakash Meena
24BM025,Bella Brown,8.27,71.5,BME,1st,BME-4,Dr. Omprakash Meena
24BM026,Hannah Taylor,8.29,70.1,BME,1st,BME-4,Dr. Omprakash Meena
24BM027,Charlie Davis,8.41,83.8,BME,1st,BME-4,Dr. Omprakash Meena
24BM028,Paula Brown,8.03,80.7,BME,1st,BME-4,Dr. Omprakash Meena
24BM029,Zack Jones,6.2,62.4,BME,1st,BME-4,Dr. Omprakash Meena
24BM030,Oliver Moore,5.45,56.7,BME,1st,BME-4,Dr. Omprakash Meena
23BM001,Daniel King,7.13,64.9,BME,2nd,BME-5,Dr. Sundar Prakash
23BM002,Finn Thompson,7.19,73.2,BME,2nd,BME-5,Dr. Sundar Prakash
23BM003,Tina Robinson,8.12,87.8,BME,2nd,BME-5,Dr. Sundar Prakash
23BM004,Charlie Rodriguez,7.5,69.2,BME,2nd,BME-5,Dr. Sundar Prakash
23BM005,Charlie Hall,7.25,65.2,BME,2nd,BME-5,Dr. Sundar Prakash
23BM006,Jane Taylor,6.41,49.2,BME,2nd,BME-5,Dr. Sundar Prakash
23BM007,Daniel White,8.19,69.0,BME,2nd,BME-5,Dr. Sundar Prakash
23BM008,Henry Moore,6.29,62.1,BME,2nd,BME-5,Dr. Sundar Prakash
23BM009,Emily Hernandez,6.92,53.7,BME,2nd,BME-5,Dr. Sundar Prakash
23BM010,Bob Thompson,9.03,80.6,BME,2nd,BME-5,Dr. Sundar Prakash
23BM011,Rachel Martinez,8.58,72.3,BME,2nd,BME-5,Dr. Sundar Prakash
23BM012,Kevin Taylor,9.94,81.8,BME,2nd,BME-5,Dr. Sundar Prakash
23BM013,Ethan Lewis,7.99,74.7,BME,2nd,BME-5,Dr. Sundar Prakash
23BM014,Bella Wilson,8.87,88.9,BME,2nd,BME-5,Dr. Sundar Prakash
23BM015,Emily Johnson,7.7,83.2,BME,2nd,BME-5,Dr. Sundar Prakash
23BM016,Aiden Davis,9.22,80.1,BME,2nd,BME-5,Dr. Sundar Prakash
23BM017,Jack Thompson,7.84,75.3,BME,2nd,BME-5,Dr. Sundar Prakash
23BM018,Yara White,8.48,78.3,BME,2nd,BME-5,Dr. Sundar Prakash
23BM019,Jane Hall,7.51,68.2,BME,2nd,BME-5,Dr. Sundar Prakash
23BM020,Sam Hall,10.0,90.1,BME,2nd,BME-5,Dr. Sundar Prakash
23BM021,Sam Moore,8.6,80.2,BME,2nd,BME-5,Dr. Sundar Prakash
23BM022,Caleb Clark,7.73,74.5,BME,2nd,BME-5,Dr. Sundar Prakash
23BM023,Oliver Thomas,7.21,72.7,BME,2nd,BME-5,Dr. Sundar Prakash
23BM024,Ethan Jackson,7.27,64.8,BME,2nd,BME-5,Dr. Sundar Prakash
23BM025,Sam Jones,7.12,51.9,BME,2nd,BME-5,Dr. Sundar Prakash
23BM026,Xavier Hernandez,8.61,75.5,BME,2nd,BME-5,Dr. Sundar Prakash
23BM027,Zack Williams,10.0,92.6,BME,2nd,BME-5,Dr. Sundar Prakash
23BM028,Aiden Jones,7.93,64.9,BME,2nd,BME-5,Dr. Sundar Prakash
23BM029,Grace Robinson,9.74,84.7,BME,2nd,BME-5,Dr. Sundar Prakash
23BM030,Xavier White,7.23,64.4,BME,2nd,BME-5,Dr. Sundar Prakash
23BM001,Finn Garcia,6.29,67.9,BME,2nd,BME-6,Prof. Arun Shankar
23BM002,Rachel Young,6.37,66.3,BME,2nd,BME-6,Prof. Arun Shankar
23BM003,Quinn Jones,10.0,93.1,BME,2nd,BME-6,Prof. Arun Shankar
23BM004,Diana Johnson,8.4,94.8,BME,2nd,BME-6,Prof. Arun Shankar
23BM005,Quinn Clark,7.96,83.2,BME,2nd,BME-6,Prof. Arun Shankar
23BM006,Chloe Hernandez,7.69,71.1,BME,2nd,BME-6,Prof. Arun Shankar
23BM007,Ethan Moore,8.56,79.4,BME,2nd,BME-6,Prof. Arun Shankar
23BM008,Rachel Hernandez,8.45,67.6,BME,2nd,BME-6,Prof. Arun Shankar
23BM009,Chloe Hall,6.71,63.5,BME,2nd,BME-6,Prof. Arun Shankar
23BM010,Hannah Hernandez,8.31,69.0,BME,2nd,BME-6,Prof. Arun Shankar
23BM011,Charlie Taylor,7.88,66.8,BME,2nd,BME-6,Prof. Arun Shankar
23BM012,Yara Martinez,8.07,70.2,BME,2nd,BME-6,Prof. Arun Shankar
23BM013,Finn Harris,6.61,56.3,BME,2nd,BME-6,Prof. Arun Shankar
23BM014,Caleb Williams,6.88,55.4,BME,2nd,BME-6,Prof. Arun Shankar
23BM015,Isabella Allen,6.28,57.0,BME,2nd,BME-6,Prof. Arun Shankar
23BM016,Bob Johnson,7.18,64.3,BME,2nd,BME-6,Prof. Arun Shankar
23BM017,Jane Young,10.0,93.0,BME,2nd,BME-6,Prof. Arun Shankar
23BM018,Diana Martin,7.93,77.6,BME,2nd,BME-6,Prof. Arun Shankar
23BM019,Ian Lee,6.85,63.3,BME,2nd,BME-6,Prof. Arun Shankar
23BM020,Jane Anderson,8.11,75.2,BME,2nd,BME-6,Prof. Arun Shankar
23BM021,Chloe Miller,6.6,75.5,BME,2nd,BME-6,Prof. Arun Shankar
23BM022,Nina Miller,8.6,71.7,BME,2nd,BME-6,Prof. Arun Shankar
23BM023,Rachel Hernandez,10.0,86.9,BME,2nd,BME-6,Prof. Arun Shankar
23BM024,Ethan Davis,6.62,51.4,BME,2nd,BME-6,Prof. Arun Shankar
23BM025,Charlie Martin,6.48,68.8,BME,2nd,BME-6,Prof. Arun Shankar
23BM026,Fiona Jackson,9.97,67.2,BME,2nd,BME-6,Prof. Arun Shankar
23BM027,Victor Thomas,9.11,91.6,BME,2nd,BME-6,Prof. Arun Shankar
23BM028,Paula Jackson,6.5,55.5,BME,2nd,BME-6,Prof. Arun Shankar
23BM029,Diana Williams,5.74,50.1,BME,2nd,BME-6,Prof. Arun Shankar
23BM030,John Wilson,10.0,82.1,BME,2nd,BME-6,Prof. Arun Shankar
23BM001,Nina Moore,8.82,90.8,BME,2nd,BME-7,Prof. Farina Pillai
23BM002,Lily Anderson,6.44,60.3,BME,2nd,BME-7,Prof. Farina Pillai
